"institution","rank","agency","dollars"
"Kenyon C.",551,"othera",0
"U. of the Incarnate Word",552,"all federal r d expenditures",1086000
"U. of the Incarnate Word",552,"dod",470000
"U. of the Incarnate Word",552,"doe",0
"U. of the Incarnate Word",552,"hhs",471000
"U. of the Incarnate Word",552,"nasa",0
"U. of the Incarnate Word",552,"nsf",145000
"U. of the Incarnate Word",552,"usda",0
"U. of the Incarnate Word",552,"othera",0
"Grinnell C.",553,"all federal r d expenditures",1082000
"Grinnell C.",553,"dod",0
"Grinnell C.",553,"doe",0
"Grinnell C.",553,"hhs",0
"Grinnell C.",553,"nasa",0
"Grinnell C.",553,"nsf",1082000
"Grinnell C.",553,"usda",0
"Grinnell C.",553,"othera",0
"Butler U.",554,"all federal r d expenditures",1077000
"Butler U.",554,"dod",0
"Butler U.",554,"doe",0
"Butler U.",554,"hhs",375000
"Butler U.",554,"nasa",76000
"Butler U.",554,"nsf",616000
"Butler U.",554,"usda",0
"Butler U.",554,"othera",10000
"La Sierra U.",555,"all federal r d expenditures",1066000
"La Sierra U.",555,"dod",0
"La Sierra U.",555,"doe",0
"La Sierra U.",555,"hhs",0
"La Sierra U.",555,"nasa",0
"La Sierra U.",555,"nsf",0
"La Sierra U.",555,"usda",0
"La Sierra U.",555,"othera",1066000
"U. Illinois, Springfield",556,"all federal r d expenditures",1057000
"U. Illinois, Springfield",556,"dod",0
"U. Illinois, Springfield",556,"doe",0
"U. Illinois, Springfield",556,"hhs",195000
"U. Illinois, Springfield",556,"nasa",0
"U. Illinois, Springfield",556,"nsf",18000
"U. Illinois, Springfield",556,"usda",3000
"U. Illinois, Springfield",556,"othera",841000
"Claremont McKenna C.",557,"all federal r d expenditures",1035000
"Claremont McKenna C.",557,"dod",109000
"Claremont McKenna C.",557,"doe",0
"Claremont McKenna C.",557,"hhs",94000
"Claremont McKenna C.",557,"nasa",0
"Claremont McKenna C.",557,"nsf",832000
"Claremont McKenna C.",557,"usda",0
"Claremont McKenna C.",557,"othera",0
"U. Wisconsin-Eau Claire",558,"all federal r d expenditures",1027000
"U. Wisconsin-Eau Claire",558,"dod",0
"U. Wisconsin-Eau Claire",558,"doe",91000
"U. Wisconsin-Eau Claire",558,"hhs",360000
"U. Wisconsin-Eau Claire",558,"nasa",0
"U. Wisconsin-Eau Claire",558,"nsf",557000
"U. Wisconsin-Eau Claire",558,"usda",0
"U. Wisconsin-Eau Claire",558,"othera",19000
"Hobart and William Smith Colleges",559,"all federal r d expenditures",1019000
"Hobart and William Smith Colleges",559,"dod",0
"Hobart and William Smith Colleges",559,"doe",0
"Hobart and William Smith Colleges",559,"hhs",10000
"Hobart and William Smith Colleges",559,"nasa",5000
"Hobart and William Smith Colleges",559,"nsf",560000
"Hobart and William Smith Colleges",559,"usda",26000
"Hobart and William Smith Colleges",559,"othera",418000
"Eastern Washington U.",560,"all federal r d expenditures",1015000
"Eastern Washington U.",560,"dod",0
"Eastern Washington U.",560,"doe",210000
"Eastern Washington U.",560,"hhs",19000
"Eastern Washington U.",560,"nasa",0
"Eastern Washington U.",560,"nsf",368000
"Eastern Washington U.",560,"usda",0
"Eastern Washington U.",560,"othera",418000
"U. San Francisco",560,"all federal r d expenditures",1015000
"U. San Francisco",560,"dod",0
"U. San Francisco",560,"doe",0
"U. San Francisco",560,"hhs",477000
"U. San Francisco",560,"nasa",56000
"U. San Francisco",560,"nsf",461000
"U. San Francisco",560,"usda",0
"U. San Francisco",560,"othera",21000
"U. Texas of the Permian Basin",562,"all federal r d expenditures",1013000
"U. Texas of the Permian Basin",562,"dod",0
"U. Texas of the Permian Basin",562,"doe",0
"U. Texas of the Permian Basin",562,"hhs",495000
"U. Texas of the Permian Basin",562,"nasa",0
"U. Texas of the Permian Basin",562,"nsf",174000
"U. Texas of the Permian Basin",562,"usda",0
"U. Texas of the Permian Basin",562,"othera",344000
"Indiana State U.",563,"all federal r d expenditures",980000
"Indiana State U.",563,"dod",0
"Indiana State U.",563,"doe",16000
"Indiana State U.",563,"hhs",282000
"Indiana State U.",563,"nasa",34000
"Indiana State U.",563,"nsf",114000
"Indiana State U.",563,"usda",0
"Indiana State U.",563,"othera",534000
"Drake U.",564,"all federal r d expenditures",954000
"Drake U.",564,"dod",20000
"Drake U.",564,"doe",15000
"Drake U.",564,"hhs",590000
"Drake U.",564,"nasa",55000
"Drake U.",564,"nsf",254000
"Drake U.",564,"usda",20000
"Drake U.",564,"othera",0
"Colorado State U., Pueblo",565,"all federal r d expenditures",952000
"Colorado State U., Pueblo",565,"dod",0
"Colorado State U., Pueblo",565,"doe",0
"Colorado State U., Pueblo",565,"hhs",0
"Colorado State U., Pueblo",565,"nasa",0
"Colorado State U., Pueblo",565,"nsf",798000
"Colorado State U., Pueblo",565,"usda",43000
"Colorado State U., Pueblo",565,"othera",111000
"Abilene Christian U.",566,"all federal r d expenditures",946000
"Abilene Christian U.",566,"dod",0
"Abilene Christian U.",566,"doe",836000
"Abilene Christian U.",566,"hhs",0
"Abilene Christian U.",566,"nasa",15000
"Abilene Christian U.",566,"nsf",0
"Abilene Christian U.",566,"usda",0
"Abilene Christian U.",566,"othera",95000
"Ursinus C.",567,"all federal r d expenditures",942000
"Ursinus C.",567,"dod",7000
"Ursinus C.",567,"doe",14000
"Ursinus C.",567,"hhs",266000
"Ursinus C.",567,"nasa",0
"Ursinus C.",567,"nsf",551000
"Ursinus C.",567,"usda",104000
"Ursinus C.",567,"othera",0
"St. Olaf C.",568,"all federal r d expenditures",933000
"St. Olaf C.",568,"dod",0
"St. Olaf C.",568,"doe",0
"St. Olaf C.",568,"hhs",23000
"St. Olaf C.",568,"nasa",0
"St. Olaf C.",568,"nsf",806000
"St. Olaf C.",568,"usda",0
"St. Olaf C.",568,"othera",104000
"Marian U., Indianapolis",569,"all federal r d expenditures",918000
"Marian U., Indianapolis",569,"dod",0
"Marian U., Indianapolis",569,"doe",0
"Marian U., Indianapolis",569,"hhs",282000
"Marian U., Indianapolis",569,"nasa",0
"Marian U., Indianapolis",569,"nsf",269000
"Marian U., Indianapolis",569,"usda",0
"Marian U., Indianapolis",569,"othera",367000
"East Stroudsburg U. Pennsylvania",570,"all federal r d expenditures",909000
"East Stroudsburg U. Pennsylvania",570,"dod",0
"East Stroudsburg U. Pennsylvania",570,"doe",0
"East Stroudsburg U. Pennsylvania",570,"hhs",0
"East Stroudsburg U. Pennsylvania",570,"nasa",0
"East Stroudsburg U. Pennsylvania",570,"nsf",809000
"East Stroudsburg U. Pennsylvania",570,"usda",85000
"East Stroudsburg U. Pennsylvania",570,"othera",15000
"Minnesota State U., Mankato",571,"all federal r d expenditures",905000
"Minnesota State U., Mankato",571,"dod",55000
"Minnesota State U., Mankato",571,"doe",206000
"Minnesota State U., Mankato",571,"hhs",0
"Minnesota State U., Mankato",571,"nasa",33000
"Minnesota State U., Mankato",571,"nsf",436000
"Minnesota State U., Mankato",571,"usda",20000
"Minnesota State U., Mankato",571,"othera",155000
"SUNY, Oswego",572,"all federal r d expenditures",894000
"SUNY, Oswego",572,"dod",15000
"SUNY, Oswego",572,"doe",24000
"SUNY, Oswego",572,"hhs",378000
"SUNY, Oswego",572,"nasa",1000
"SUNY, Oswego",572,"nsf",429000
"SUNY, Oswego",572,"usda",0
"SUNY, Oswego",572,"othera",47000
"Suffolk U.",573,"all federal r d expenditures",893000
"Suffolk U.",573,"dod",0
"Suffolk U.",573,"doe",0
"Suffolk U.",573,"hhs",103000
"Suffolk U.",573,"nasa",0
"Suffolk U.",573,"nsf",103000
"Suffolk U.",573,"usda",0
"Suffolk U.",573,"othera",687000
"Merrimack C.",574,"all federal r d expenditures",892000
"Merrimack C.",574,"dod",0
"Merrimack C.",574,"doe",0
"Merrimack C.",574,"hhs",865000
"Merrimack C.",574,"nasa",0
"Merrimack C.",574,"nsf",16000
"Merrimack C.",574,"usda",0
"Merrimack C.",574,"othera",11000
"U. South Carolina, Beaufort",575,"all federal r d expenditures",889000
"U. South Carolina, Beaufort",575,"dod",431000
"U. South Carolina, Beaufort",575,"doe",0
"U. South Carolina, Beaufort",575,"hhs",0
"U. South Carolina, Beaufort",575,"nasa",0
"U. South Carolina, Beaufort",575,"nsf",140000
"U. South Carolina, Beaufort",575,"usda",87000
"U. South Carolina, Beaufort",575,"othera",231000
"Northland C.",576,"all federal r d expenditures",880000
"Northland C.",576,"dod",34000
"Northland C.",576,"doe",1000
"Northland C.",576,"hhs",360000
"Northland C.",576,"nasa",17000
"Northland C.",576,"nsf",362000
"Northland C.",576,"usda",5000
"Northland C.",576,"othera",101000
"Oberlin C.",576,"all federal r d expenditures",880000
"Oberlin C.",576,"dod",0
"Oberlin C.",576,"doe",3000
"Oberlin C.",576,"hhs",187000
"Oberlin C.",576,"nasa",0
"Oberlin C.",576,"nsf",678000
"Oberlin C.",576,"usda",0
"Oberlin C.",576,"othera",12000
"U. Scranton",578,"all federal r d expenditures",866000
"U. Scranton",578,"dod",0
"U. Scranton",578,"doe",0
"U. Scranton",578,"hhs",0
"U. Scranton",578,"nasa",228000
"U. Scranton",578,"nsf",568000
"U. Scranton",578,"usda",0
"U. Scranton",578,"othera",70000
"National U. of Natural Medicine",579,"all federal r d expenditures",862000
"National U. of Natural Medicine",579,"dod",0
"National U. of Natural Medicine",579,"doe",0
"National U. of Natural Medicine",579,"hhs",862000
"National U. of Natural Medicine",579,"nasa",0
"National U. of Natural Medicine",579,"nsf",0
"National U. of Natural Medicine",579,"usda",0
"National U. of Natural Medicine",579,"othera",0
"Calvin U.",580,"all federal r d expenditures",854000
"Calvin U.",580,"dod",40000
"Calvin U.",580,"doe",0
"Calvin U.",580,"hhs",134000
"Calvin U.",580,"nasa",0
"Calvin U.",580,"nsf",515000
"Calvin U.",580,"usda",0
"Calvin U.",580,"othera",165000
"Northwestern State U. Louisiana",581,"all federal r d expenditures",822000
"Northwestern State U. Louisiana",581,"dod",0
"Northwestern State U. Louisiana",581,"doe",0
"Northwestern State U. Louisiana",581,"hhs",14000
"Northwestern State U. Louisiana",581,"nasa",0
"Northwestern State U. Louisiana",581,"nsf",0
"Northwestern State U. Louisiana",581,"usda",7000
"Northwestern State U. Louisiana",581,"othera",801000
"SUNY, C. Brockport",582,"all federal r d expenditures",813000
"SUNY, C. Brockport",582,"dod",26000
"SUNY, C. Brockport",582,"doe",0
"SUNY, C. Brockport",582,"hhs",0
"SUNY, C. Brockport",582,"nasa",50000
"SUNY, C. Brockport",582,"nsf",142000
"SUNY, C. Brockport",582,"usda",0
"SUNY, C. Brockport",582,"othera",595000
"Bentley U.",583,"all federal r d expenditures",802000
"Bentley U.",583,"dod",0
"Bentley U.",583,"doe",0
"Bentley U.",583,"hhs",99000
"Bentley U.",583,"nasa",0
"Bentley U.",583,"nsf",620000
"Bentley U.",583,"usda",0
"Bentley U.",583,"othera",83000
"Eastern Kentucky U.",584,"all federal r d expenditures",798000
"Eastern Kentucky U.",584,"dod",0
"Eastern Kentucky U.",584,"doe",0
"Eastern Kentucky U.",584,"hhs",64000
"Eastern Kentucky U.",584,"nasa",0
"Eastern Kentucky U.",584,"nsf",596000
"Eastern Kentucky U.",584,"usda",10000
"Eastern Kentucky U.",584,"othera",128000
"Rhode Island C.",585,"all federal r d expenditures",786000
"Rhode Island C.",585,"dod",98000
"Rhode Island C.",585,"doe",0
"Rhode Island C.",585,"hhs",627000
"Rhode Island C.",585,"nasa",0
"Rhode Island C.",585,"nsf",61000
"Rhode Island C.",585,"usda",0
"Rhode Island C.",585,"othera",0
"U. South Carolina, Aiken",586,"all federal r d expenditures",782000
"U. South Carolina, Aiken",586,"dod",0
"U. South Carolina, Aiken",586,"doe",126000
"U. South Carolina, Aiken",586,"hhs",157000
"U. South Carolina, Aiken",586,"nasa",287000
"U. South Carolina, Aiken",586,"nsf",21000
"U. South Carolina, Aiken",586,"usda",0
"U. South Carolina, Aiken",586,"othera",191000
"Lewis and Clark C.",587,"all federal r d expenditures",776000
"Lewis and Clark C.",587,"dod",0
"Lewis and Clark C.",587,"doe",62000
"Lewis and Clark C.",587,"hhs",0
"Lewis and Clark C.",587,"nasa",0
"Lewis and Clark C.",587,"nsf",714000
"Lewis and Clark C.",587,"usda",0
"Lewis and Clark C.",587,"othera",0
"Arcadia U.",588,"all federal r d expenditures",772000
"Arcadia U.",588,"dod",0
"Arcadia U.",588,"doe",0
"Arcadia U.",588,"hhs",54000
"Arcadia U.",588,"nasa",0
"Arcadia U.",588,"nsf",503000
"Arcadia U.",588,"usda",0
"Arcadia U.",588,"othera",215000
"Monmouth U.",589,"all federal r d expenditures",762000
"Monmouth U.",589,"dod",124000
"Monmouth U.",589,"doe",0
"Monmouth U.",589,"hhs",0
"Monmouth U.",589,"nasa",0
"Monmouth U.",589,"nsf",153000
"Monmouth U.",589,"usda",15000
"Monmouth U.",589,"othera",470000
"U. Puerto Rico, Cayey",590,"all federal r d expenditures",733000
"U. Puerto Rico, Cayey",590,"dod",0
"U. Puerto Rico, Cayey",590,"doe",0
"U. Puerto Rico, Cayey",590,"hhs",474000
"U. Puerto Rico, Cayey",590,"nasa",149000
"U. Puerto Rico, Cayey",590,"nsf",110000
"U. Puerto Rico, Cayey",590,"usda",0
"U. Puerto Rico, Cayey",590,"othera",0
"SUNY, Cobleskill",591,"all federal r d expenditures",730000
"SUNY, Cobleskill",591,"dod",469000
"SUNY, Cobleskill",591,"doe",0
"SUNY, Cobleskill",591,"hhs",0
"SUNY, Cobleskill",591,"nasa",0
"SUNY, Cobleskill",591,"nsf",0
"SUNY, Cobleskill",591,"usda",125000
"SUNY, Cobleskill",591,"othera",136000
"Union C., Schenectady",592,"all federal r d expenditures",729000
"Union C., Schenectady",592,"dod",0
"Union C., Schenectady",592,"doe",0
"Union C., Schenectady",592,"hhs",26000
"Union C., Schenectady",592,"nasa",60000
"Union C., Schenectady",592,"nsf",643000
"Union C., Schenectady",592,"usda",0
"Union C., Schenectady",592,"othera",0
"Milwaukee School of Engineering",593,"all federal r d expenditures",722000
"Milwaukee School of Engineering",593,"dod",0
"Milwaukee School of Engineering",593,"doe",0
"Milwaukee School of Engineering",593,"hhs",204000
"Milwaukee School of Engineering",593,"nasa",26000
"Milwaukee School of Engineering",593,"nsf",492000
"Milwaukee School of Engineering",593,"usda",0
"Milwaukee School of Engineering",593,"othera",0
"U. Wisconsin-La Crosse",594,"all federal r d expenditures",714000
"U. Wisconsin-La Crosse",594,"dod",29000
"U. Wisconsin-La Crosse",594,"doe",0
"U. Wisconsin-La Crosse",594,"hhs",0
"U. Wisconsin-La Crosse",594,"nasa",28000
"U. Wisconsin-La Crosse",594,"nsf",190000
"U. Wisconsin-La Crosse",594,"usda",194000
"U. Wisconsin-La Crosse",594,"othera",273000
"Framingham State U.",595,"all federal r d expenditures",7e+05
"Framingham State U.",595,"dod",0
"Framingham State U.",595,"doe",0
"Framingham State U.",595,"hhs",0
"Framingham State U.",595,"nasa",0
"Framingham State U.",595,"nsf",0
"Framingham State U.",595,"usda",7e+05
"Framingham State U.",595,"othera",0
"St. Cloud State U.",596,"all federal r d expenditures",689000
"St. Cloud State U.",596,"dod",8000
"St. Cloud State U.",596,"doe",0
"St. Cloud State U.",596,"hhs",0
"St. Cloud State U.",596,"nasa",4000
"St. Cloud State U.",596,"nsf",298000
"St. Cloud State U.",596,"usda",63000
"St. Cloud State U.",596,"othera",316000
"Stockton U.",597,"all federal r d expenditures",688000
"Stockton U.",597,"dod",0
"Stockton U.",597,"doe",0
"Stockton U.",597,"hhs",74000
"Stockton U.",597,"nasa",0
"Stockton U.",597,"nsf",45000
"Stockton U.",597,"usda",141000
"Stockton U.",597,"othera",428000
"Trinity C., Hartford",598,"all federal r d expenditures",687000
"Trinity C., Hartford",598,"dod",0
"Trinity C., Hartford",598,"doe",0
"Trinity C., Hartford",598,"hhs",319000
"Trinity C., Hartford",598,"nasa",6000
"Trinity C., Hartford",598,"nsf",341000
"Trinity C., Hartford",598,"usda",0
"Trinity C., Hartford",598,"othera",21000
"Edward Via C. of Osteopathic Medicine",599,"all federal r d expenditures",678000
"Edward Via C. of Osteopathic Medicine",599,"dod",38000
"Edward Via C. of Osteopathic Medicine",599,"doe",0
"Edward Via C. of Osteopathic Medicine",599,"hhs",639000
"Edward Via C. of Osteopathic Medicine",599,"nasa",0
"Edward Via C. of Osteopathic Medicine",599,"nsf",1000
"Edward Via C. of Osteopathic Medicine",599,"usda",0
"Edward Via C. of Osteopathic Medicine",599,"othera",0
"Pepperdine U.",600,"all federal r d expenditures",674000
"Pepperdine U.",600,"dod",84000
"Pepperdine U.",600,"doe",0
"Pepperdine U.",600,"hhs",184000
"Pepperdine U.",600,"nasa",0
"Pepperdine U.",600,"nsf",378000
"Pepperdine U.",600,"usda",25000
"Pepperdine U.",600,"othera",3000
"Robert Morris U.",601,"all federal r d expenditures",664000
"Robert Morris U.",601,"dod",463000
"Robert Morris U.",601,"doe",15000
"Robert Morris U.",601,"hhs",14000
"Robert Morris U.",601,"nasa",0
"Robert Morris U.",601,"nsf",170000
"Robert Morris U.",601,"usda",0
"Robert Morris U.",601,"othera",2000
"Connecticut C.",602,"all federal r d expenditures",648000
"Connecticut C.",602,"dod",34000
"Connecticut C.",602,"doe",0
"Connecticut C.",602,"hhs",215000
"Connecticut C.",602,"nasa",0
"Connecticut C.",602,"nsf",170000
"Connecticut C.",602,"usda",0
"Connecticut C.",602,"othera",229000
"Franklin W. Olin C. of Engineering",603,"all federal r d expenditures",641000
"Franklin W. Olin C. of Engineering",603,"dod",16000
"Franklin W. Olin C. of Engineering",603,"doe",0
"Franklin W. Olin C. of Engineering",603,"hhs",126000
"Franklin W. Olin C. of Engineering",603,"nasa",48000
"Franklin W. Olin C. of Engineering",603,"nsf",415000
"Franklin W. Olin C. of Engineering",603,"usda",0
"Franklin W. Olin C. of Engineering",603,"othera",36000
"Sacred Heart U.",604,"all federal r d expenditures",639000
"Sacred Heart U.",604,"dod",0
"Sacred Heart U.",604,"doe",0
"Sacred Heart U.",604,"hhs",97000
"Sacred Heart U.",604,"nasa",0
"Sacred Heart U.",604,"nsf",423000
"Sacred Heart U.",604,"usda",0
"Sacred Heart U.",604,"othera",119000
"Alaska Pacific U.",605,"all federal r d expenditures",627000
"Alaska Pacific U.",605,"dod",0
"Alaska Pacific U.",605,"doe",0
"Alaska Pacific U.",605,"hhs",0
"Alaska Pacific U.",605,"nasa",60000
"Alaska Pacific U.",605,"nsf",406000
"Alaska Pacific U.",605,"usda",7000
"Alaska Pacific U.",605,"othera",154000
"Colorado C.",606,"all federal r d expenditures",611000
"Colorado C.",606,"dod",0
"Colorado C.",606,"doe",0
"Colorado C.",606,"hhs",0
"Colorado C.",606,"nasa",44000
"Colorado C.",606,"nsf",567000
"Colorado C.",606,"usda",0
"Colorado C.",606,"othera",0
"C. Wooster",607,"all federal r d expenditures",594000
"C. Wooster",607,"dod",69000
"C. Wooster",607,"doe",0
"C. Wooster",607,"hhs",42000
"C. Wooster",607,"nasa",0
"C. Wooster",607,"nsf",470000
"C. Wooster",607,"usda",2000
"C. Wooster",607,"othera",11000
"Northern Michigan U.",608,"all federal r d expenditures",560000
"Northern Michigan U.",608,"dod",0
"Northern Michigan U.",608,"doe",0
"Northern Michigan U.",608,"hhs",40000
"Northern Michigan U.",608,"nasa",0
"Northern Michigan U.",608,"nsf",192000
"Northern Michigan U.",608,"usda",0
"Northern Michigan U.",608,"othera",328000
"Des Moines U.",609,"all federal r d expenditures",556000
"Des Moines U.",609,"dod",0
"Des Moines U.",609,"doe",0
"Des Moines U.",609,"hhs",430000
"Des Moines U.",609,"nasa",0
"Des Moines U.",609,"nsf",4000
"Des Moines U.",609,"usda",0
"Des Moines U.",609,"othera",122000
"U. Wisconsin-River Falls",610,"all federal r d expenditures",551000
"U. Wisconsin-River Falls",610,"dod",0
"U. Wisconsin-River Falls",610,"doe",0
"U. Wisconsin-River Falls",610,"hhs",0
"U. Wisconsin-River Falls",610,"nasa",0
"U. Wisconsin-River Falls",610,"nsf",348000
