"institution","rank","source","dollars"
"Albany State U.",582,"state and local government",106000
"Albany State U.",582,"institution funds",0
"Albany State U.",582,"business",145000
"Albany State U.",582,"nonprofit organizations",0
"Albany State U.",582,"all other sources",0
"Ferris State U.",583,"all r d expenditures",1915000
"Ferris State U.",583,"federal government",1430000
"Ferris State U.",583,"state and local government",88000
"Ferris State U.",583,"institution funds",271000
"Ferris State U.",583,"business",53000
"Ferris State U.",583,"nonprofit organizations",73000
"Ferris State U.",583,"all other sources",0
"Liberty U.",584,"all r d expenditures",1900000
"Liberty U.",584,"federal government",532000
"Liberty U.",584,"state and local government",5000
"Liberty U.",584,"institution funds",1315000
"Liberty U.",584,"business",48000
"Liberty U.",584,"nonprofit organizations",0
"Liberty U.",584,"all other sources",0
"Union C., Schenectady",585,"all r d expenditures",1881000
"Union C., Schenectady",585,"federal government",729000
"Union C., Schenectady",585,"state and local government",0
"Union C., Schenectady",585,"institution funds",1048000
"Union C., Schenectady",585,"business",17000
"Union C., Schenectady",585,"nonprofit organizations",34000
"Union C., Schenectady",585,"all other sources",53000
"SUNY, C. Brockport",586,"all r d expenditures",1877000
"SUNY, C. Brockport",586,"federal government",813000
"SUNY, C. Brockport",586,"state and local government",155000
"SUNY, C. Brockport",586,"institution funds",610000
"SUNY, C. Brockport",586,"business",0
"SUNY, C. Brockport",586,"nonprofit organizations",290000
"SUNY, C. Brockport",586,"all other sources",9000
"Northern Michigan U.",587,"all r d expenditures",1871000
"Northern Michigan U.",587,"federal government",560000
"Northern Michigan U.",587,"state and local government",25000
"Northern Michigan U.",587,"institution funds",1079000
"Northern Michigan U.",587,"business",1000
"Northern Michigan U.",587,"nonprofit organizations",80000
"Northern Michigan U.",587,"all other sources",126000
"Alaska Pacific U.",588,"all r d expenditures",1823000
"Alaska Pacific U.",588,"federal government",627000
"Alaska Pacific U.",588,"state and local government",0
"Alaska Pacific U.",588,"institution funds",0
"Alaska Pacific U.",588,"business",1173000
"Alaska Pacific U.",588,"nonprofit organizations",0
"Alaska Pacific U.",588,"all other sources",23000
"U. Alaska, Southeast",589,"all r d expenditures",1822000
"U. Alaska, Southeast",589,"federal government",1463000
"U. Alaska, Southeast",589,"state and local government",117000
"U. Alaska, Southeast",589,"institution funds",1e+05
"U. Alaska, Southeast",589,"business",0
"U. Alaska, Southeast",589,"nonprofit organizations",105000
"U. Alaska, Southeast",589,"all other sources",37000
"Marshall B. Ketchum U.",590,"all r d expenditures",1777000
"Marshall B. Ketchum U.",590,"federal government",433000
"Marshall B. Ketchum U.",590,"state and local government",0
"Marshall B. Ketchum U.",590,"institution funds",890000
"Marshall B. Ketchum U.",590,"business",454000
"Marshall B. Ketchum U.",590,"nonprofit organizations",0
"Marshall B. Ketchum U.",590,"all other sources",0
"Nevada State C.",591,"all r d expenditures",1744000
"Nevada State C.",591,"federal government",1711000
"Nevada State C.",591,"state and local government",33000
"Nevada State C.",591,"institution funds",0
"Nevada State C.",591,"business",0
"Nevada State C.",591,"nonprofit organizations",0
"Nevada State C.",591,"all other sources",0
"Palmer C. of Chiropractic, Davenport",592,"all r d expenditures",1725000
"Palmer C. of Chiropractic, Davenport",592,"federal government",1500000
"Palmer C. of Chiropractic, Davenport",592,"state and local government",0
"Palmer C. of Chiropractic, Davenport",592,"institution funds",225000
"Palmer C. of Chiropractic, Davenport",592,"business",0
"Palmer C. of Chiropractic, Davenport",592,"nonprofit organizations",0
"Palmer C. of Chiropractic, Davenport",592,"all other sources",0
"Drake U.",593,"all r d expenditures",1724000
"Drake U.",593,"federal government",954000
"Drake U.",593,"state and local government",368000
"Drake U.",593,"institution funds",340000
"Drake U.",593,"business",34000
"Drake U.",593,"nonprofit organizations",26000
"Drake U.",593,"all other sources",2000
"St. Olaf C.",593,"all r d expenditures",1724000
"St. Olaf C.",593,"federal government",933000
"St. Olaf C.",593,"state and local government",0
"St. Olaf C.",593,"institution funds",686000
"St. Olaf C.",593,"business",0
"St. Olaf C.",593,"nonprofit organizations",105000
"St. Olaf C.",593,"all other sources",0
"SUNY, C. Plattsburgh",595,"all r d expenditures",1722000
"SUNY, C. Plattsburgh",595,"federal government",1121000
"SUNY, C. Plattsburgh",595,"state and local government",0
"SUNY, C. Plattsburgh",595,"institution funds",530000
"SUNY, C. Plattsburgh",595,"business",0
"SUNY, C. Plattsburgh",595,"nonprofit organizations",69000
"SUNY, C. Plattsburgh",595,"all other sources",2000
"CUNY, York C.",596,"all r d expenditures",1711000
"CUNY, York C.",596,"federal government",1504000
"CUNY, York C.",596,"state and local government",0
"CUNY, York C.",596,"institution funds",159000
"CUNY, York C.",596,"business",0
"CUNY, York C.",596,"nonprofit organizations",48000
"CUNY, York C.",596,"all other sources",0
"Savannah State U.",597,"all r d expenditures",1706000
"Savannah State U.",597,"federal government",1675000
"Savannah State U.",597,"state and local government",18000
"Savannah State U.",597,"institution funds",0
"Savannah State U.",597,"business",0
"Savannah State U.",597,"nonprofit organizations",13000
"Savannah State U.",597,"all other sources",0
"U. North Georgia",598,"all r d expenditures",1643000
"U. North Georgia",598,"federal government",477000
"U. North Georgia",598,"state and local government",131000
"U. North Georgia",598,"institution funds",871000
"U. North Georgia",598,"business",7000
"U. North Georgia",598,"nonprofit organizations",157000
"U. North Georgia",598,"all other sources",0
"Elizabeth City State U.",599,"all r d expenditures",1641000
"Elizabeth City State U.",599,"federal government",1093000
"Elizabeth City State U.",599,"state and local government",403000
"Elizabeth City State U.",599,"institution funds",NA
"Elizabeth City State U.",599,"business",145000
"Elizabeth City State U.",599,"nonprofit organizations",0
"Elizabeth City State U.",599,"all other sources",0
"Lincoln Memorial U.",599,"all r d expenditures",1641000
"Lincoln Memorial U.",599,"federal government",2000
"Lincoln Memorial U.",599,"state and local government",0
"Lincoln Memorial U.",599,"institution funds",1589000
"Lincoln Memorial U.",599,"business",4000
"Lincoln Memorial U.",599,"nonprofit organizations",46000
"Lincoln Memorial U.",599,"all other sources",0
"Norwich U.",601,"all r d expenditures",1637000
"Norwich U.",601,"federal government",1366000
"Norwich U.",601,"state and local government",5000
"Norwich U.",601,"institution funds",261000
"Norwich U.",601,"business",0
"Norwich U.",601,"nonprofit organizations",5000
"Norwich U.",601,"all other sources",0
"Colorado State U., Pueblo",602,"all r d expenditures",1624000
"Colorado State U., Pueblo",602,"federal government",952000
"Colorado State U., Pueblo",602,"state and local government",199000
"Colorado State U., Pueblo",602,"institution funds",347000
"Colorado State U., Pueblo",602,"business",0
"Colorado State U., Pueblo",602,"nonprofit organizations",0
"Colorado State U., Pueblo",602,"all other sources",126000
"U. Puget Sound",603,"all r d expenditures",1613000
"U. Puget Sound",603,"federal government",1300000
"U. Puget Sound",603,"state and local government",0
"U. Puget Sound",603,"institution funds",138000
"U. Puget Sound",603,"business",0
"U. Puget Sound",603,"nonprofit organizations",175000
"U. Puget Sound",603,"all other sources",0
"Johnson C. Smith U.",604,"all r d expenditures",1602000
"Johnson C. Smith U.",604,"federal government",1554000
"Johnson C. Smith U.",604,"state and local government",0
"Johnson C. Smith U.",604,"institution funds",48000
"Johnson C. Smith U.",604,"business",0
"Johnson C. Smith U.",604,"nonprofit organizations",0
"Johnson C. Smith U.",604,"all other sources",0
"SUNY, Oswego",605,"all r d expenditures",1595000
"SUNY, Oswego",605,"federal government",894000
"SUNY, Oswego",605,"state and local government",49000
"SUNY, Oswego",605,"institution funds",595000
"SUNY, Oswego",605,"business",1000
"SUNY, Oswego",605,"nonprofit organizations",32000
"SUNY, Oswego",605,"all other sources",24000
"Indiana U., South Bend",606,"all r d expenditures",1593000
"Indiana U., South Bend",606,"federal government",420000
"Indiana U., South Bend",606,"state and local government",3000
"Indiana U., South Bend",606,"institution funds",875000
"Indiana U., South Bend",606,"business",0
"Indiana U., South Bend",606,"nonprofit organizations",295000
"Indiana U., South Bend",606,"all other sources",0
"Texas A&M U.-San Antonio",606,"all r d expenditures",1593000
"Texas A&M U.-San Antonio",606,"federal government",1233000
"Texas A&M U.-San Antonio",606,"state and local government",51000
"Texas A&M U.-San Antonio",606,"institution funds",51000
"Texas A&M U.-San Antonio",606,"business",4000
"Texas A&M U.-San Antonio",606,"nonprofit organizations",224000
"Texas A&M U.-San Antonio",606,"all other sources",30000
"Bentley U.",608,"all r d expenditures",1589000
"Bentley U.",608,"federal government",802000
"Bentley U.",608,"state and local government",0
"Bentley U.",608,"institution funds",0
"Bentley U.",608,"business",18000
"Bentley U.",608,"nonprofit organizations",751000
"Bentley U.",608,"all other sources",18000
"Whitman C.",609,"all r d expenditures",1568000
"Whitman C.",609,"federal government",449000
"Whitman C.",609,"state and local government",0
"Whitman C.",609,"institution funds",676000
"Whitman C.",609,"business",0
"Whitman C.",609,"nonprofit organizations",443000
"Whitman C.",609,"all other sources",0
"Merrimack C.",610,"all r d expenditures",1560000
"Merrimack C.",610,"federal government",892000
"Merrimack C.",610,"state and local government",0
"Merrimack C.",610,"institution funds",336000
"Merrimack C.",610,"business",0
"Merrimack C.",610,"nonprofit organizations",247000
"Merrimack C.",610,"all other sources",85000
"Pratt Institute",611,"all r d expenditures",1558000
"Pratt Institute",611,"federal government",50000
"Pratt Institute",611,"state and local government",878000
"Pratt Institute",611,"institution funds",0
"Pratt Institute",611,"business",0
"Pratt Institute",611,"nonprofit organizations",630000
"Pratt Institute",611,"all other sources",0
"Willamette U.",612,"all r d expenditures",1542000
"Willamette U.",612,"federal government",490000
"Willamette U.",612,"state and local government",0
"Willamette U.",612,"institution funds",961000
"Willamette U.",612,"business",0
"Willamette U.",612,"nonprofit organizations",91000
"Willamette U.",612,"all other sources",0
"U. Hartford",613,"all r d expenditures",1533000
"U. Hartford",613,"federal government",1269000
"U. Hartford",613,"state and local government",8000
"U. Hartford",613,"institution funds",203000
"U. Hartford",613,"business",3000
"U. Hartford",613,"nonprofit organizations",50000
"U. Hartford",613,"all other sources",0
"U. Puerto Rico, Cayey",614,"all r d expenditures",1519000
"U. Puerto Rico, Cayey",614,"federal government",733000
"U. Puerto Rico, Cayey",614,"state and local government",0
"U. Puerto Rico, Cayey",614,"institution funds",412000
"U. Puerto Rico, Cayey",614,"business",0
"U. Puerto Rico, Cayey",614,"nonprofit organizations",374000
"U. Puerto Rico, Cayey",614,"all other sources",0
"Hartford International U. for Religion and Peace",615,"all r d expenditures",1485000
"Hartford International U. for Religion and Peace",615,"federal government",0
"Hartford International U. for Religion and Peace",615,"state and local government",0
"Hartford International U. for Religion and Peace",615,"institution funds",0
"Hartford International U. for Religion and Peace",615,"business",0
"Hartford International U. for Religion and Peace",615,"nonprofit organizations",1485000
"Hartford International U. for Religion and Peace",615,"all other sources",0
"Fairfield U.",616,"all r d expenditures",1484000
"Fairfield U.",616,"federal government",180000
"Fairfield U.",616,"state and local government",0
"Fairfield U.",616,"institution funds",751000
"Fairfield U.",616,"business",0
"Fairfield U.",616,"nonprofit organizations",553000
"Fairfield U.",616,"all other sources",0
"U. Wisconsin-Platteville",617,"all r d expenditures",1481000
"U. Wisconsin-Platteville",617,"federal government",465000
"U. Wisconsin-Platteville",617,"state and local government",378000
"U. Wisconsin-Platteville",617,"institution funds",249000
"U. Wisconsin-Platteville",617,"business",339000
"U. Wisconsin-Platteville",617,"nonprofit organizations",39000
"U. Wisconsin-Platteville",617,"all other sources",11000
