"institution","rank","field","measure_type","dollars"
"U. Mississippi",145,"all r d expenditures","All",172176000
"U. Mississippi",145,"computer and information sciences","All",1418000
"U. Mississippi",145,"geosciences atmospheric sciences and ocean sciences","All",2219000
"U. Mississippi",145,"life sciences","All",106290000
"U. Mississippi",145,"mathematics and statistics","All",1042000
"U. Mississippi",145,"physical sciences","All",13565000
"U. Mississippi",145,"psychology","All",1918000
"U. Mississippi",145,"social sciences","All",4488000
"U. Mississippi",145,"sciences nec","All",718000
"U. Mississippi",145,"engineering","All",11818000
"U. Mississippi",145,"all non s e fields","All",28700000
"Drexel U.",146,"all r d expenditures","All",169583000
"Drexel U.",146,"computer and information sciences","All",6621000
"Drexel U.",146,"geosciences atmospheric sciences and ocean sciences","All",0
"Drexel U.",146,"life sciences","All",94232000
"Drexel U.",146,"mathematics and statistics","All",617000
"Drexel U.",146,"physical sciences","All",3102000
"Drexel U.",146,"psychology","All",4336000
"Drexel U.",146,"social sciences","All",1739000
"Drexel U.",146,"sciences nec","All",1662000
"Drexel U.",146,"engineering","All",44002000
"Drexel U.",146,"all non s e fields","All",13272000
"U. Oregon",147,"all r d expenditures","All",164500000
"U. Oregon",147,"computer and information sciences","All",6807000
"U. Oregon",147,"geosciences atmospheric sciences and ocean sciences","All",8392000
"U. Oregon",147,"life sciences","All",63107000
"U. Oregon",147,"mathematics and statistics","All",1828000
"U. Oregon",147,"physical sciences","All",18110000
"U. Oregon",147,"psychology","All",22362000
"U. Oregon",147,"social sciences","All",5585000
"U. Oregon",147,"sciences nec","All",1817000
"U. Oregon",147,"engineering","All",5844000
"U. Oregon",147,"all non s e fields","All",30648000
"U. Alabama, Huntsville",148,"all r d expenditures","All",163428000
"U. Alabama, Huntsville",148,"computer and information sciences","All",47962000
"U. Alabama, Huntsville",148,"geosciences atmospheric sciences and ocean sciences","All",24941000
"U. Alabama, Huntsville",148,"life sciences","All",3100000
"U. Alabama, Huntsville",148,"mathematics and statistics","All",775000
"U. Alabama, Huntsville",148,"physical sciences","All",19243000
"U. Alabama, Huntsville",148,"psychology","All",405000
"U. Alabama, Huntsville",148,"social sciences","All",1910000
"U. Alabama, Huntsville",148,"sciences nec","All",0
"U. Alabama, Huntsville",148,"engineering","All",55164000
"U. Alabama, Huntsville",148,"all non s e fields","All",9928000
"New Jersey Institute of Technology",149,"all r d expenditures","All",161078000
"New Jersey Institute of Technology",149,"computer and information sciences","All",12638000
"New Jersey Institute of Technology",149,"geosciences atmospheric sciences and ocean sciences","All",0
"New Jersey Institute of Technology",149,"life sciences","All",24332000
"New Jersey Institute of Technology",149,"mathematics and statistics","All",5475000
"New Jersey Institute of Technology",149,"physical sciences","All",18434000
"New Jersey Institute of Technology",149,"psychology","All",0
"New Jersey Institute of Technology",149,"social sciences","All",625000
"New Jersey Institute of Technology",149,"sciences nec","All",277000
"New Jersey Institute of Technology",149,"engineering","All",90849000
"New Jersey Institute of Technology",149,"all non s e fields","All",8448000
"U. Texas, San Antonio",150,"all r d expenditures","All",158453000
"U. Texas, San Antonio",150,"computer and information sciences","All",22722000
"U. Texas, San Antonio",150,"geosciences atmospheric sciences and ocean sciences","All",4765000
"U. Texas, San Antonio",150,"life sciences","All",31428000
"U. Texas, San Antonio",150,"mathematics and statistics","All",1782000
"U. Texas, San Antonio",150,"physical sciences","All",12226000
"U. Texas, San Antonio",150,"psychology","All",3133000
"U. Texas, San Antonio",150,"social sciences","All",12152000
"U. Texas, San Antonio",150,"sciences nec","All",1929000
"U. Texas, San Antonio",150,"engineering","All",25584000
"U. Texas, San Antonio",150,"all non s e fields","All",42732000
"San Diego State U.",151,"all r d expenditures","All",158013000
"San Diego State U.",151,"computer and information sciences","All",2902000
"San Diego State U.",151,"geosciences atmospheric sciences and ocean sciences","All",2911000
"San Diego State U.",151,"life sciences","All",46665000
"San Diego State U.",151,"mathematics and statistics","All",4198000
"San Diego State U.",151,"physical sciences","All",10039000
"San Diego State U.",151,"psychology","All",23094000
"San Diego State U.",151,"social sciences","All",7749000
"San Diego State U.",151,"sciences nec","All",8999000
"San Diego State U.",151,"engineering","All",16138000
"San Diego State U.",151,"all non s e fields","All",35318000
"U. Wyoming",152,"all r d expenditures","All",150124000
"U. Wyoming",152,"computer and information sciences","All",1958000
"U. Wyoming",152,"geosciences atmospheric sciences and ocean sciences","All",21692000
"U. Wyoming",152,"life sciences","All",57427000
"U. Wyoming",152,"mathematics and statistics","All",1816000
"U. Wyoming",152,"physical sciences","All",3585000
"U. Wyoming",152,"psychology","All",907000
"U. Wyoming",152,"social sciences","All",5624000
"U. Wyoming",152,"sciences nec","All",23805000
"U. Wyoming",152,"engineering","All",23084000
"U. Wyoming",152,"all non s e fields","All",10226000
"U. Texas, Arlington",153,"all r d expenditures","All",147265000
"U. Texas, Arlington",153,"computer and information sciences","All",9165000
"U. Texas, Arlington",153,"geosciences atmospheric sciences and ocean sciences","All",1228000
"U. Texas, Arlington",153,"life sciences","All",23340000
"U. Texas, Arlington",153,"mathematics and statistics","All",3317000
"U. Texas, Arlington",153,"physical sciences","All",20371000
"U. Texas, Arlington",153,"psychology","All",2416000
"U. Texas, Arlington",153,"social sciences","All",150000
"U. Texas, Arlington",153,"sciences nec","All",0
"U. Texas, Arlington",153,"engineering","All",64548000
"U. Texas, Arlington",153,"all non s e fields","All",22730000
"U. Texas, Dallas",154,"all r d expenditures","All",146779000
"U. Texas, Dallas",154,"computer and information sciences","All",10213000
"U. Texas, Dallas",154,"geosciences atmospheric sciences and ocean sciences","All",973000
"U. Texas, Dallas",154,"life sciences","All",39684000
"U. Texas, Dallas",154,"mathematics and statistics","All",1616000
"U. Texas, Dallas",154,"physical sciences","All",17707000
"U. Texas, Dallas",154,"psychology","All",4915000
"U. Texas, Dallas",154,"social sciences","All",2513000
"U. Texas, Dallas",154,"sciences nec","All",28000
"U. Texas, Dallas",154,"engineering","All",55368000
"U. Texas, Dallas",154,"all non s e fields","All",13762000
"U. Texas, El Paso",155,"all r d expenditures","All",145724000
"U. Texas, El Paso",155,"computer and information sciences","All",8443000
"U. Texas, El Paso",155,"geosciences atmospheric sciences and ocean sciences","All",4729000
"U. Texas, El Paso",155,"life sciences","All",35325000
"U. Texas, El Paso",155,"mathematics and statistics","All",2552000
"U. Texas, El Paso",155,"physical sciences","All",12207000
"U. Texas, El Paso",155,"psychology","All",6453000
"U. Texas, El Paso",155,"social sciences","All",4319000
"U. Texas, El Paso",155,"sciences nec","All",3722000
"U. Texas, El Paso",155,"engineering","All",45627000
"U. Texas, El Paso",155,"all non s e fields","All",22347000
"U. Maryland, Baltimore County",156,"all r d expenditures","All",144262000
"U. Maryland, Baltimore County",156,"computer and information sciences","All",17976000
"U. Maryland, Baltimore County",156,"geosciences atmospheric sciences and ocean sciences","All",34435000
"U. Maryland, Baltimore County",156,"life sciences","All",14790000
"U. Maryland, Baltimore County",156,"mathematics and statistics","All",2353000
"U. Maryland, Baltimore County",156,"physical sciences","All",25604000
"U. Maryland, Baltimore County",156,"psychology","All",3086000
"U. Maryland, Baltimore County",156,"social sciences","All",20411000
"U. Maryland, Baltimore County",156,"sciences nec","All",3001000
"U. Maryland, Baltimore County",156,"engineering","All",10631000
"U. Maryland, Baltimore County",156,"all non s e fields","All",11975000
"U. Rhode Island",157,"all r d expenditures","All",144013000
"U. Rhode Island",157,"computer and information sciences","All",2484000
"U. Rhode Island",157,"geosciences atmospheric sciences and ocean sciences","All",61366000
"U. Rhode Island",157,"life sciences","All",36874000
"U. Rhode Island",157,"mathematics and statistics","All",57000
"U. Rhode Island",157,"physical sciences","All",6026000
"U. Rhode Island",157,"psychology","All",3779000
"U. Rhode Island",157,"social sciences","All",4447000
"U. Rhode Island",157,"sciences nec","All",4195000
"U. Rhode Island",157,"engineering","All",14637000
"U. Rhode Island",157,"all non s e fields","All",10148000
"SUNY, Binghamton U.",158,"all r d expenditures","All",141685000
"SUNY, Binghamton U.",158,"computer and information sciences","All",7948000
"SUNY, Binghamton U.",158,"geosciences atmospheric sciences and ocean sciences","All",1540000
"SUNY, Binghamton U.",158,"life sciences","All",15773000
"SUNY, Binghamton U.",158,"mathematics and statistics","All",3122000
"SUNY, Binghamton U.",158,"physical sciences","All",16702000
"SUNY, Binghamton U.",158,"psychology","All",10713000
"SUNY, Binghamton U.",158,"social sciences","All",20938000
"SUNY, Binghamton U.",158,"sciences nec","All",0
"SUNY, Binghamton U.",158,"engineering","All",45755000
"SUNY, Binghamton U.",158,"all non s e fields","All",19194000
"SUNY, U. Albany",159,"all r d expenditures","All",141671000
"SUNY, U. Albany",159,"computer and information sciences","All",6022000
"SUNY, U. Albany",159,"geosciences atmospheric sciences and ocean sciences","All",15430000
"SUNY, U. Albany",159,"life sciences","All",55543000
"SUNY, U. Albany",159,"mathematics and statistics","All",2531000
"SUNY, U. Albany",159,"physical sciences","All",12431000
"SUNY, U. Albany",159,"psychology","All",4133000
"SUNY, U. Albany",159,"social sciences","All",16605000
"SUNY, U. Albany",159,"sciences nec","All",0
"SUNY, U. Albany",159,"engineering","All",4562000
"SUNY, U. Albany",159,"all non s e fields","All",24414000
"Texas State U.",160,"all r d expenditures","All",141291000
"Texas State U.",160,"computer and information sciences","All",5633000
"Texas State U.",160,"geosciences atmospheric sciences and ocean sciences","All",7467000
"Texas State U.",160,"life sciences","All",20212000
"Texas State U.",160,"mathematics and statistics","All",3465000
"Texas State U.",160,"physical sciences","All",6776000
"Texas State U.",160,"psychology","All",329000
"Texas State U.",160,"social sciences","All",10760000
"Texas State U.",160,"sciences nec","All",4272000
"Texas State U.",160,"engineering","All",11165000
"Texas State U.",160,"all non s e fields","All",71212000
"Augusta U.",161,"all r d expenditures","All",139121000
"Augusta U.",161,"computer and information sciences","All",896000
"Augusta U.",161,"geosciences atmospheric sciences and ocean sciences","All",0
"Augusta U.",161,"life sciences","All",134668000
"Augusta U.",161,"mathematics and statistics","All",136000
"Augusta U.",161,"physical sciences","All",187000
"Augusta U.",161,"psychology","All",177000
"Augusta U.",161,"social sciences","All",94000
"Augusta U.",161,"sciences nec","All",0
"Augusta U.",161,"engineering","All",0
"Augusta U.",161,"all non s e fields","All",2963000
"Brigham Young U., Provo",162,"all r d expenditures","All",137748000
"Brigham Young U., Provo",162,"computer and information sciences","All",7241000
"Brigham Young U., Provo",162,"geosciences atmospheric sciences and ocean sciences","All",1351000
"Brigham Young U., Provo",162,"life sciences","All",27160000
"Brigham Young U., Provo",162,"mathematics and statistics","All",5651000
"Brigham Young U., Provo",162,"physical sciences","All",10717000
"Brigham Young U., Provo",162,"psychology","All",2863000
"Brigham Young U., Provo",162,"social sciences","All",9403000
"Brigham Young U., Provo",162,"sciences nec","All",67000
"Brigham Young U., Provo",162,"engineering","All",26923000
"Brigham Young U., Provo",162,"all non s e fields","All",46372000
"U. Idaho",163,"all r d expenditures","All",135901000
"U. Idaho",163,"computer and information sciences","All",5340000
"U. Idaho",163,"geosciences atmospheric sciences and ocean sciences","All",5351000
"U. Idaho",163,"life sciences","All",93469000
"U. Idaho",163,"mathematics and statistics","All",812000
"U. Idaho",163,"physical sciences","All",3021000
"U. Idaho",163,"psychology","All",364000
"U. Idaho",163,"social sciences","All",3845000
"U. Idaho",163,"sciences nec","All",3262000
"U. Idaho",163,"engineering","All",13229000
"U. Idaho",163,"all non s e fields","All",7208000
