school,department,year,funding
Albany Medical College,Anatomy/Cell Biology,2015,1039850
Albany Medical College,Internal Medicine,2015,0
Albany Medical College,Microbiology/Immunology/Virology,2015,3859064
Albany Medical College,None,2015,0
Albany Medical College,Other Basic Sciences,2015,3032277
Albany Medical College,Pharmacology,2015,345625
Albany Medical College,Physiology,2015,0
Albany Medical College,Surgery,2015,0
Albany Medical College,Total Funding,2015,8276816
Albert Einstein College Of Medicine,Anatomy/Cell Biology,2015,20047981
Albert Einstein College Of Medicine,Anesthesiology,2015,375750
Albert Einstein College Of Medicine,Biochemistry,2015,6188657
Albert Einstein College Of Medicine,Emergency Medicine,2015,133758
Albert Einstein College Of Medicine,Family Medicine,2015,1443288
Albert Einstein College Of Medicine,Genetics,2015,7965671
Albert Einstein College Of Medicine,Internal Medicine,2015,47443610
Albert Einstein College Of Medicine,Microbiology/Immunology/Virology,2015,11502756
Albert Einstein College Of Medicine,Neurology,2015,7334880
Albert Einstein College Of Medicine,Neurosciences,2015,9473446
Albert Einstein College Of Medicine,Neurosurgery,2015,0
Albert Einstein College Of Medicine,No Code Assigned,2015,0
Albert Einstein College Of Medicine,None,2015,253534
Albert Einstein College Of Medicine,Ob/Gyn,2015,808513
Albert Einstein College Of Medicine,Ophthalmology,2015,1473466
Albert Einstein College Of Medicine,Orthopedics,2015,0
Albert Einstein College Of Medicine,Otolaryngology,2015,0
Albert Einstein College Of Medicine,Pathology,2015,3108165
Albert Einstein College Of Medicine,Pediatrics,2015,7285667
Albert Einstein College Of Medicine,Pharmacology,2015,5121636
Albert Einstein College Of Medicine,Physiology,2015,5974756
Albert Einstein College Of Medicine,Psychiatry,2015,1203784
Albert Einstein College Of Medicine,Public Health & Preventive Medicine,2015,2854866
Albert Einstein College Of Medicine,Radiation Diagnostic Oncology,2015,1503477
Albert Einstein College Of Medicine,Surgery,2015,698921
Albert Einstein College Of Medicine,Total Funding,2015,142196582
Albert Einstein College Of Medicine,Urology,2015,0
Augusta University,Anatomy/Cell Biology,2015,0
Augusta University,Biochemistry,2015,0
Augusta University,Biostatistics/Other Math Science,2015,0
Augusta University,Internal Medicine,2015,0
Augusta University,Neurology,2015,0
Augusta University,Neurosciences,2015,0
Augusta University,Neurosurgery,2015,0
Augusta University,None,2015,0
Augusta University,Ob/Gyn,2015,0
Augusta University,Ophthalmology,2015,0
Augusta University,Orthopedics,2015,0
Augusta University,Other Basic Sciences,2015,0
Augusta University,Pathology,2015,0
Augusta University,Pediatrics,2015,0
Augusta University,Pharmacology,2015,0
Augusta University,Physiology,2015,0
Augusta University,Psychiatry,2015,0
Augusta University,Radiation Diagnostic Oncology,2015,0
Augusta University,Surgery,2015,0
Augusta University,Total Funding,2015,0
Augusta University,Urology,2015,0
Baylor College Of Medicine,Anatomy/Cell Biology,2015,15753288
Baylor College Of Medicine,Anesthesiology,2015,778219
Baylor College Of Medicine,Biochemistry,2015,9149152
Baylor College Of Medicine,Family Medicine,2015,286989
Baylor College Of Medicine,Genetics,2015,74607471
Baylor College Of Medicine,Internal Medicine,2015,22569179
Baylor College Of Medicine,Microbiology/Immunology/Virology,2015,9241023
Baylor College Of Medicine,Neurology,2015,3073665
Baylor College Of Medicine,Neurosciences,2015,9179558
Baylor College Of Medicine,Neurosurgery,2015,945219
Baylor College Of Medicine,None,2015,2063596
Baylor College Of Medicine,Ob/Gyn,2015,1714277
Baylor College Of Medicine,Ophthalmology,2015,2629196
Baylor College Of Medicine,Orthopedics,2015,348700
Baylor College Of Medicine,Otolaryngology,2015,1318026
Baylor College Of Medicine,Pathology,2015,4816083
Baylor College Of Medicine,Pediatrics,2015,33168926
Baylor College Of Medicine,Pharmacology,2015,2113948
Baylor College Of Medicine,Physical Medicine & Rehab,2015,320719
Baylor College Of Medicine,Physiology,2015,6392472
Baylor College Of Medicine,Psychiatry,2015,2230305
Baylor College Of Medicine,Radiation Diagnostic Oncology,2015,0
Baylor College Of Medicine,Surgery,2015,2270920
Baylor College Of Medicine,Total Funding,2015,206422028
Baylor College Of Medicine,Urology,2015,1451097
Boston University Medical Campus,Anatomy/Cell Biology,2015,3705200
Boston University Medical Campus,Anesthesiology,2015,0
Boston University Medical Campus,Biochemistry,2015,6560375
Boston University Medical Campus,Dermatology,2015,1149343
Boston University Medical Campus,Family Medicine,2015,0
Boston University Medical Campus,Genetics,2015,0
Boston University Medical Campus,Internal Medicine,2015,34395857
Boston University Medical Campus,Microbiology/Immunology/Virology,2015,16067342
Boston University Medical Campus,Neurology,2015,9513369
Boston University Medical Campus,None,2015,0
Boston University Medical Campus,Ob/Gyn,2015,2653899
Boston University Medical Campus,Ophthalmology,2015,1110951
Boston University Medical Campus,Orthopedics,2015,1188419
Boston University Medical Campus,Pathology,2015,2419891
Boston University Medical Campus,Pediatrics,2015,0
Boston University Medical Campus,Pharmacology,2015,5595525
Boston University Medical Campus,Physiology,2015,4262767
Boston University Medical Campus,Psychiatry,2015,1774558
Boston University Medical Campus,Public Health & Preventive Medicine,2015,2977082
Boston University Medical Campus,Radiation Diagnostic Oncology,2015,0
Boston University Medical Campus,Surgery,2015,406179
Boston University Medical Campus,Total Funding,2015,93780757
Brown University,Biochemistry,2015,9200412
Brown University,Dermatology,2015,221938
Brown University,Internal Medicine,2015,691560
Brown University,Microbiology/Immunology/Virology,2015,2596946
Brown University,Neurosciences,2015,7447103
Brown University,None,2015,1341813
Brown University,Pathology,2015,3561452
Brown University,Pediatrics,2015,0
Brown University,Pharmacology,2015,1975947
Brown University,Psychiatry,2015,4509447
Brown University,Public Health & Preventive Medicine,2015,507419
Brown University,Surgery,2015,0
Brown University,Total Funding,2015,33619562
Brown University,Urology,2015,1565525
Case Western Reserve U & Cleveland Clinic Lerner Com,Anesthesiology,2015,0
Case Western Reserve U & Cleveland Clinic Lerner Com,Biochemistry,2015,0
Case Western Reserve U & Cleveland Clinic Lerner Com,Biomedical Engineering,2015,0
Case Western Reserve U & Cleveland Clinic Lerner Com,Dermatology,2015,0
Case Western Reserve U & Cleveland Clinic Lerner Com,Engineering All Types,2015,0
Case Western Reserve U & Cleveland Clinic Lerner Com,Family Medicine,2015,0
Case Western Reserve U & Cleveland Clinic Lerner Com,Genetics,2015,0
Case Western Reserve U & Cleveland Clinic Lerner Com,Internal Medicine,2015,0
Case Western Reserve U & Cleveland Clinic Lerner Com,Neurology,2015,0
Case Western Reserve U & Cleveland Clinic Lerner Com,Neurosciences,2015,0
Case Western Reserve U & Cleveland Clinic Lerner Com,Neurosurgery,2015,0
Case Western Reserve U & Cleveland Clinic Lerner Com,Nutrition,2015,0
Case Western Reserve U & Cleveland Clinic Lerner Com,Ob/Gyn,2015,0
Case Western Reserve U & Cleveland Clinic Lerner Com,Ophthalmology,2015,0
Case Western Reserve U & Cleveland Clinic Lerner Com,Orthopedics,2015,0
Case Western Reserve U & Cleveland Clinic Lerner Com,Other Basic Sciences,2015,0
Case Western Reserve U & Cleveland Clinic Lerner Com,Otolaryngology,2015,0
Case Western Reserve U & Cleveland Clinic Lerner Com,Pathology,2015,0
Case Western Reserve U & Cleveland Clinic Lerner Com,Pediatrics,2015,0
Case Western Reserve U & Cleveland Clinic Lerner Com,Pharmacology,2015,0
Case Western Reserve U & Cleveland Clinic Lerner Com,Physical Medicine & Rehab,2015,0
Case Western Reserve U & Cleveland Clinic Lerner Com,Physiology,2015,0
Case Western Reserve U & Cleveland Clinic Lerner Com,Psychiatry,2015,0
Case Western Reserve U & Cleveland Clinic Lerner Com,Public Health & Preventive Medicine,2015,0
Case Western Reserve U & Cleveland Clinic Lerner Com,Radiation Diagnostic Oncology,2015,0
Case Western Reserve U & Cleveland Clinic Lerner Com,Surgery,2015,0
Case Western Reserve U & Cleveland Clinic Lerner Com,Total Funding,2015,0
Case Western Reserve U & Cleveland Clinic Lerner Com,Urology,2015,0
Case Western Reserve University,Anesthesiology,2015,0
Case Western Reserve University,Biochemistry,2015,9937555
Case Western Reserve University,Biomedical Engineering,2015,0
Case Western Reserve University,Biostatistics/Other Math Science,2015,0
Case Western Reserve University,Dermatology,2015,2980424
Case Western Reserve University,Engineering All Types,2015,0
Case Western Reserve University,Family Medicine,2015,1090184
Case Western Reserve University,Genetics,2015,8427519
Case Western Reserve University,Internal Medicine,2015,45031291
Case Western Reserve University,Neurology,2015,2552156
Case Western Reserve University,Neurosciences,2015,4813939
Case Western Reserve University,Neurosurgery,2015,1087525
Case Western Reserve University,None,2015,0
Case Western Reserve University,Nutrition,2015,881776
Case Western Reserve University,Ob/Gyn,2015,675071
Case Western Reserve University,Ophthalmology,2015,6052619
Case Western Reserve University,Orthopedics,2015,2385288
Case Western Reserve University,Other Basic Sciences,2015,80827005
Case Western Reserve University,Other Health Professions,2015,0
Case Western Reserve University,Otolaryngology,2015,801826
Case Western Reserve University,Pathology,2015,13588621
Case Western Reserve University,Pediatrics,2015,30143200
Case Western Reserve University,Pharmacology,2015,5717615
Case Western Reserve University,Physical Medicine & Rehab,2015,1315111
Case Western Reserve University,Physiology,2015,4756036
Case Western Reserve University,Psychiatry,2015,1228960
Case Western Reserve University,Public Health & Preventive Medicine,2015,0
Case Western Reserve University,Radiation Diagnostic Oncology,2015,7223424
Case Western Reserve University,Surgery,2015,1687118
Case Western Reserve University,Total Funding,2015,234563052
Case Western Reserve University,Urology,2015,1358789
Central Michigan University,Internal Medicine,2015,0
Central Michigan University,None,2015,691834
Central Michigan University,Total Funding,2015,691834
Charles R. Drew University Of Med & Sci,Family Medicine,2015,525866
Charles R. Drew University Of Med & Sci,Internal Medicine,2015,12807979
Charles R. Drew University Of Med & Sci,Psychiatry,2015,0
Charles R. Drew University Of Med & Sci,Total Funding,2015,13333845
City College Of New York,None,2015,0
City College Of New York,Other Basic Sciences,2015,0
City College Of New York,Total Funding,2015,0
Columbia University Health Sciences,Anesthesiology,2015,3858876
Columbia University Health Sciences,Biochemistry,2015,16771667
Columbia University Health Sciences,Dermatology,2015,2964717
Columbia University Health Sciences,Emergency Medicine,2015,0
Columbia University Health Sciences,Genetics,2015,17763028
Columbia University Health Sciences,Internal Medicine,2015,95440912
Columbia University Health Sciences,Microbiology/Immunology/Virology,2015,10647790
Columbia University Health Sciences,Neurology,2015,28616842
Columbia University Health Sciences,Neurosciences,2015,7495447
Columbia University Health Sciences,Neurosurgery,2015,1351962
Columbia University Health Sciences,Ob/Gyn,2015,3835851
Columbia University Health Sciences,Ophthalmology,2015,7756768
Columbia University Health Sciences,Orthopedics,2015,2108745
Columbia University Health Sciences,Otolaryngology,2015,1454461
Columbia University Health Sciences,Pathology,2015,24984709
Columbia University Health Sciences,Pediatrics,2015,12461563
Columbia University Health Sciences,Pharmacology,2015,1758458
Columbia University Health Sciences,Physical Medicine & Rehab,2015,433027
Columbia University Health Sciences,Physiology,2015,4844959
Columbia University Health Sciences,Psychiatry,2015,14957699
Columbia University Health Sciences,Radiation Diagnostic Oncology,2015,13876619
Columbia University Health Sciences,Surgery,2015,4109089
Columbia University Health Sciences,Total Funding,2015,280486544
Columbia University Health Sciences,Urology,2015,2993355
Creighton University,Internal Medicine,2015,0
Creighton University,Microbiology/Immunology/Virology,2015,1383864
Creighton University,Other Basic Sciences,2015,3301292
Creighton University,Other Clinical Sciences,2015,0
Creighton University,Pharmacology,2015,1212809
Creighton University,Total Funding,2015,5897965
Dartmouth College,Anatomy/Cell Biology,2015,0
Dartmouth College,Biochemistry,2015,6829276
Dartmouth College,Family Medicine,2015,7942521
Dartmouth College,Genetics,2015,4742338
Dartmouth College,Internal Medicine,2015,3862708
Dartmouth College,Microbiology/Immunology/Virology,2015,16877548
Dartmouth College,Neurology,2015,345625
Dartmouth College,None,2015,1551754
Dartmouth College,Ob/Gyn,2015,0
Dartmouth College,Orthopedics,2015,0
Dartmouth College,Other Basic Sciences,2015,0
Dartmouth College,Pathology,2015,405000
Dartmouth College,Pediatrics,2015,6051981
Dartmouth College,Pharmacology,2015,2740754
Dartmouth College,Physiology,2015,2869179
Dartmouth College,Psychiatry,2015,15496742
Dartmouth College,Public Health & Preventive Medicine,2015,5022586
Dartmouth College,Radiation Diagnostic Oncology,2015,731719
Dartmouth College,Surgery,2015,852155
Dartmouth College,Total Funding,2015,76321886
Drexel University,Anatomy/Cell Biology,2015,6167497
Drexel University,Biochemistry,2015,2626787
Drexel University,Emergency Medicine,2015,0
Drexel University,Internal Medicine,2015,870291
Drexel University,Microbiology/Immunology/Virology,2015,3569647
Drexel University,None,2015,0
Drexel University,Pathology,2015,227707
Drexel University,Pediatrics,2015,171904
Drexel University,Pharmacology,2015,2640575
Drexel University,Total Funding,2015,16274408
Duke University,Anatomy/Cell Biology,2015,11614812
Duke University,Anesthesiology,2015,3291858
Duke University,Biochemistry,2015,4305713
Duke University,Biostatistics/Other Math Science,2015,13020697
Duke University,Dermatology,2015,2489673
Duke University,Emergency Medicine,2015,0
Duke University,Family Medicine,2015,0
Duke University,Genetics,2015,13675736
Duke University,Internal Medicine,2015,115762818
Duke University,Microbiology/Immunology/Virology,2015,3504052
Duke University,Miscellaneous,2015,2656439
Duke University,Neurology,2015,1914956
Duke University,Neurosciences,2015,5456555
Duke University,Neurosurgery,2015,0
Duke University,None,2015,95591
Duke University,Ob/Gyn,2015,2045111
Duke University,Ophthalmology,2015,5934027
Duke University,Orthopedics,2015,2675488
Duke University,Otolaryngology,2015,0
Duke University,Pathology,2015,6803818
Duke University,Pediatrics,2015,15925516
Duke University,Pharmacology,2015,17317747
Duke University,Physiology,2015,0
Duke University,Psychiatry,2015,31919092
Duke University,Public Health & Preventive Medicine,2015,1988228
Duke University,Radiation Diagnostic Oncology,2015,8219685
Duke University,Surgery,2015,14214824
Duke University,Total Funding,2015,284832436
Duke University,Urology,2015,0
East Carolina University,Anatomy/Cell Biology,2015,162250
East Carolina University,Biochemistry,2015,331875
East Carolina University,Internal Medicine,2015,0
East Carolina University,Microbiology/Immunology/Virology,2015,1487212
East Carolina University,None,2015,0
East Carolina University,Pharmacology,2015,729234
East Carolina University,Physiology,2015,2516135
East Carolina University,Public Health & Preventive Medicine,2015,0
East Carolina University,Radiation Diagnostic Oncology,2015,367275
East Carolina University,Surgery,2015,16787
East Carolina University,Total Funding,2015,5610768
East Tennessee State University,Internal Medicine,2015,1640891
East Tennessee State University,None,2015,0
East Tennessee State University,Other Basic Sciences,2015,1733404
East Tennessee State University,Surgery,2015,1042727
East Tennessee State University,Total Funding,2015,4417022
Eastern Virginia Medical School,Internal Medicine,2015,863637
Eastern Virginia Medical School,Microbiology/Immunology/Virology,2015,1513198
Eastern Virginia Medical School,None,2015,471604
Eastern Virginia Medical School,Ob/Gyn,2015,1307881
Eastern Virginia Medical School,Pathology,2015,549375
Eastern Virginia Medical School,Pediatrics,2015,84472
Eastern Virginia Medical School,Physiology,2015,0
Eastern Virginia Medical School,Total Funding,2015,4790167
Emory University,Anatomy/Cell Biology,2015,7283812
Emory University,Anesthesiology,2015,198311
Emory University,Biochemistry,2015,6158951
Emory University,Biomedical Engineering,2015,2338479
Emory University,Dermatology,2015,550232
Emory University,Emergency Medicine,2015,206500
Emory University,Family Medicine,2015,0
Emory University,Genetics,2015,10212016
Emory University,Internal Medicine,2015,48564043
Emory University,Microbiology/Immunology/Virology,2015,19709957
Emory University,Neurology,2015,14985252
Emory University,Neurosurgery,2015,2287320
Emory University,None,2015,10233594
Emory University,Ob/Gyn,2015,127035
Emory University,Ophthalmology,2015,4209651
Emory University,Orthopedics,2015,0
Emory University,Otolaryngology,2015,339359
Emory University,Pathology,2015,31319134
Emory University,Pediatrics,2015,28699645
Emory University,Pharmacology,2015,8517874
Emory University,Physical Medicine & Rehab,2015,765114
Emory University,Physiology,2015,7886591
Emory University,Psychiatry,2015,12752722
Emory University,Radiation Diagnostic Oncology,2015,7466818
Emory University,Surgery,2015,8938514
Emory University,Total Funding,2015,233976044
Emory University,Urology,2015,225120
Florida Atlantic University,None,2015,424104
Florida Atlantic University,Other Basic Sciences,2015,448500
Florida Atlantic University,Other Clinical Sciences,2015,0
Florida Atlantic University,Total Funding,2015,872604
Florida International University,Anatomy/Cell Biology,2015,322485
Florida International University,Genetics,2015,0
Florida International University,Microbiology/Immunology/Virology,2015,2409323
Florida International University,Neurosciences,2015,0
Florida International University,None,2015,0
Florida International University,Pathology,2015,0
Florida International University,Psychiatry,2015,465983
Florida International University,Public Health & Preventive Medicine,2015,0
Florida International University,Total Funding,2015,3197791
Florida State University,Family Medicine,2015,0
Florida State University,Internal Medicine,2015,3009132
Florida State University,Other Basic Sciences,2015,2338125
Florida State University,Pathology,2015,0
Florida State University,Social Sciences,2015,618433
Florida State University,Total Funding,2015,5965690
George Washington University,Anatomy/Cell Biology,2015,2063298
George Washington University,Anesthesiology,2015,0
George Washington University,Biochemistry,2015,2822922
George Washington University,Emergency Medicine,2015,0
George Washington University,Internal Medicine,2015,2732423
George Washington University,Microbiology/Immunology/Virology,2015,4033814
George Washington University,Miscellaneous,2015,0
George Washington University,Neurology,2015,0
George Washington University,Neurosciences,2015,0
George Washington University,None,2015,469915
George Washington University,Ob/Gyn,2015,0
George Washington University,Other Health Professions,2015,0
George Washington University,Pathology,2015,0
George Washington University,Pediatrics,2015,0
George Washington University,Pharmacology,2015,3272258
George Washington University,Psychiatry,2015,0
George Washington University,Surgery,2015,0
George Washington University,Total Funding,2015,15394630
Georgetown University,Biochemistry,2015,2487504
Georgetown University,Biostatistics/Other Math Science,2015,0
Georgetown University,Family Medicine,2015,0
Georgetown University,Internal Medicine,2015,33673524
Georgetown University,Microbiology/Immunology/Virology,2015,221625
Georgetown University,Neurology,2015,865788
Georgetown University,Neurosciences,2015,1610338
Georgetown University,Ophthalmology,2015,0
Georgetown University,Pathology,2015,547888
Georgetown University,Pediatrics,2015,1161671
Georgetown University,Pharmacology,2015,0
Georgetown University,Physical Medicine & Rehab,2015,0
Georgetown University,Physiology,2015,853522
Georgetown University,Psychiatry,2015,184225
Georgetown University,Surgery,2015,0
Georgetown University,Total Funding,2015,41606085
Georgia Regents University,Biochemistry,2015,4428876
Georgia Regents University,Internal Medicine,2015,7606965
Georgia Regents University,Neurology,2015,3140100
Georgia Regents University,Neurosciences,2015,1027142
Georgia Regents University,Neurosurgery,2015,560500
Georgia Regents University,None,2015,326250
Georgia Regents University,Ob/Gyn,2015,3584788
Georgia Regents University,Ophthalmology,2015,588949
Georgia Regents University,Other Basic Sciences,2015,1225862
Georgia Regents University,Pathology,2015,4071413
Georgia Regents University,Pediatrics,2015,5624932
Georgia Regents University,Pharmacology,2015,1740257
Georgia Regents University,Physiology,2015,3259504
Georgia Regents University,Psychiatry,2015,784248
Georgia Regents University,Radiation Diagnostic Oncology,2015,1027977
Georgia Regents University,Total Funding,2015,41495246
Georgia Regents University,Urology,2015,2497483
Harvard Medical School,Administration,2015,6855741
Harvard Medical School,Anatomy/Cell Biology,2015,11566056
Harvard Medical School,Biochemistry,2015,15554285
Harvard Medical School,Dermatology,2015,47012
Harvard Medical School,Genetics,2015,17883109
Harvard Medical School,Internal Medicine,2015,29471834
Harvard Medical School,Microbiology/Immunology/Virology,2015,26638380
Harvard Medical School,Miscellaneous,2015,16188039
Harvard Medical School,Neurology,2015,335155
Harvard Medical School,None,2015,5942538
Harvard Medical School,Ophthalmology,2015,0
Harvard Medical School,Other Basic Sciences,2015,35477
Harvard Medical School,Other Health Professions,2015,7778029
Harvard Medical School,Otolaryngology,2015,795085
Harvard Medical School,Pathology,2015,3299482
Harvard Medical School,Pediatrics,2015,298050
Harvard Medical School,Psychiatry,2015,1221826
Harvard Medical School,Surgery,2015,0
Harvard Medical School,Total Funding,2015,173125365
Harvard Medical School,Urology,2015,29215266
Harvard Medical School,Veterinary Sciences,2015,1
Hofstra University,None,2015,0
Hofstra University,Total Funding,2015,0
Howard University,Anatomy/Cell Biology,2015,0
Howard University,Biochemistry,2015,2271116
Howard University,Genetics,2015,0
Howard University,Internal Medicine,2015,1219136
Howard University,Microbiology/Immunology/Virology,2015,483200
Howard University,None,2015,1428045
Howard University,Ob/Gyn,2015,0
Howard University,Pathology,2015,0
Howard University,Pediatrics,2015,1822401
Howard University,Pharmacology,2015,471457
Howard University,Physiology,2015,73089
Howard University,Psychiatry,2015,1006633
Howard University,Public Health & Preventive Medicine,2015,0
Howard University,Radiation Diagnostic Oncology,2015,0
Howard University,Total Funding,2015,8775077
Icahn School Of Medicine At Mount Sinai,Anatomy/Cell Biology,2015,0
Icahn School Of Medicine At Mount Sinai,Anesthesiology,2015,667958
Icahn School Of Medicine At Mount Sinai,Dermatology,2015,288932
Icahn School Of Medicine At Mount Sinai,Emergency Medicine,2015,3669913
Icahn School Of Medicine At Mount Sinai,Family Medicine,2015,0
Icahn School Of Medicine At Mount Sinai,Genetics,2015,17303697
Icahn School Of Medicine At Mount Sinai,Internal Medicine,2015,68076379
Icahn School Of Medicine At Mount Sinai,Microbiology/Immunology/Virology,2015,29019911
Icahn School Of Medicine At Mount Sinai,Neurology,2015,12256262
Icahn School Of Medicine At Mount Sinai,Neurosciences,2015,17389555
Icahn School Of Medicine At Mount Sinai,Neurosurgery,2015,0
Icahn School Of Medicine At Mount Sinai,None,2015,0
Icahn School Of Medicine At Mount Sinai,Ob/Gyn,2015,0
Icahn School Of Medicine At Mount Sinai,Ophthalmology,2015,2193114
Icahn School Of Medicine At Mount Sinai,Orthopedics,2015,1912853
Icahn School Of Medicine At Mount Sinai,Other Basic Sciences,2015,0
Icahn School Of Medicine At Mount Sinai,Otolaryngology,2015,0
Icahn School Of Medicine At Mount Sinai,Pathology,2015,823720
Icahn School Of Medicine At Mount Sinai,Pediatrics,2015,35980226
Icahn School Of Medicine At Mount Sinai,Pharmacology,2015,19929961
Icahn School Of Medicine At Mount Sinai,Physical Medicine & Rehab,2015,1655172
Icahn School Of Medicine At Mount Sinai,Physiology,2015,0
Icahn School Of Medicine At Mount Sinai,Psychiatry,2015,25064749
Icahn School Of Medicine At Mount Sinai,Public Health & Preventive Medicine,2015,4907558
Icahn School Of Medicine At Mount Sinai,Radiation Diagnostic Oncology,2015,3883906
Icahn School Of Medicine At Mount Sinai,Surgery,2015,0
Icahn School Of Medicine At Mount Sinai,Total Funding,2015,257404722
Icahn School Of Medicine At Mount Sinai,Urology,2015,12380856
Indiana Univ-Purdue Univ At Indianapolis,Anatomy/Cell Biology,2015,4060138
Indiana Univ-Purdue Univ At Indianapolis,Anesthesiology,2015,0
Indiana Univ-Purdue Univ At Indianapolis,Biochemistry,2015,4085980
Indiana Univ-Purdue Univ At Indianapolis,Biostatistics/Other Math Science,2015,1431645
Indiana Univ-Purdue Univ At Indianapolis,Dermatology,2015,1677003
Indiana Univ-Purdue Univ At Indianapolis,Emergency Medicine,2015,1183140
Indiana Univ-Purdue Univ At Indianapolis,Family Medicine,2015,0
Indiana Univ-Purdue Univ At Indianapolis,Genetics,2015,5392281
Indiana Univ-Purdue Univ At Indianapolis,Internal Medicine,2015,28855506
Indiana Univ-Purdue Univ At Indianapolis,Microbiology/Immunology/Virology,2015,8511346
Indiana Univ-Purdue Univ At Indianapolis,Neurology,2015,691339
Indiana Univ-Purdue Univ At Indianapolis,Neurosurgery,2015,0
Indiana Univ-Purdue Univ At Indianapolis,None,2015,0
Indiana Univ-Purdue Univ At Indianapolis,Ob/Gyn,2015,583039
Indiana Univ-Purdue Univ At Indianapolis,Ophthalmology,2015,2194266
Indiana Univ-Purdue Univ At Indianapolis,Orthopedics,2015,697500
Indiana Univ-Purdue Univ At Indianapolis,Other Basic Sciences,2015,758480
Indiana Univ-Purdue Univ At Indianapolis,Otolaryngology,2015,427274
Indiana Univ-Purdue Univ At Indianapolis,Pathology,2015,2436654
Indiana Univ-Purdue Univ At Indianapolis,Pediatrics,2015,23116331
Indiana Univ-Purdue Univ At Indianapolis,Pharmacology,2015,2923618
Indiana Univ-Purdue Univ At Indianapolis,Physical Medicine & Rehab,2015,76050
Indiana Univ-Purdue Univ At Indianapolis,Physiology,2015,3619873
Indiana Univ-Purdue Univ At Indianapolis,Psychiatry,2015,11406640
Indiana Univ-Purdue Univ At Indianapolis,Public Health & Preventive Medicine,2015,0
Indiana Univ-Purdue Univ At Indianapolis,Radiation Diagnostic Oncology,2015,3829270
Indiana Univ-Purdue Univ At Indianapolis,Surgery,2015,777382
Indiana Univ-Purdue Univ At Indianapolis,Total Funding,2015,108968755
Indiana Univ-Purdue Univ At Indianapolis,Urology,2015,234000
Indiana Univ-Purdue Univ At Indianapolis,Veterinary Sciences,2015,0
Indiana University Indianapolis,Anatomy/Cell Biology,2015,0
Indiana University Indianapolis,Anesthesiology,2015,0
Indiana University Indianapolis,Biochemistry,2015,0
Indiana University Indianapolis,Biostatistics/Other Math Science,2015,0
Indiana University Indianapolis,Dermatology,2015,0
Indiana University Indianapolis,Emergency Medicine,2015,0
Indiana University Indianapolis,Family Medicine,2015,0
Indiana University Indianapolis,Genetics,2015,0
Indiana University Indianapolis,Internal Medicine,2015,0
Indiana University Indianapolis,Microbiology/Immunology/Virology,2015,0
Indiana University Indianapolis,Miscellaneous,2015,0
Indiana University Indianapolis,Neurology,2015,0
Indiana University Indianapolis,Neurosurgery,2015,0
Indiana University Indianapolis,None,2015,0
Indiana University Indianapolis,Ob/Gyn,2015,0
Indiana University Indianapolis,Ophthalmology,2015,0
Indiana University Indianapolis,Orthopedics,2015,0
Indiana University Indianapolis,Otolaryngology,2015,0
Indiana University Indianapolis,Pathology,2015,0
Indiana University Indianapolis,Pediatrics,2015,0
Indiana University Indianapolis,Pharmacology,2015,0
Indiana University Indianapolis,Physical Medicine & Rehab,2015,0
Indiana University Indianapolis,Physiology,2015,0
Indiana University Indianapolis,Psychiatry,2015,0
Indiana University Indianapolis,Public Health & Preventive Medicine,2015,0
Indiana University Indianapolis,Radiation Diagnostic Oncology,2015,0
Indiana University Indianapolis,Surgery,2015,0
Indiana University Indianapolis,Total Funding,2015,0
Indiana University Indianapolis,Urology,2015,0
Johns Hopkins University,Anatomy/Cell Biology,2015,8401986
Johns Hopkins University,Anesthesiology,2015,7146180
Johns Hopkins University,Biochemistry,2015,18643680
Johns Hopkins University,Biomedical Engineering,2015,11110484
Johns Hopkins University,Biostatistics/Other Math Science,2015,0
Johns Hopkins University,Dermatology,2015,361746
Johns Hopkins University,Emergency Medicine,2015,512472
Johns Hopkins University,Genetics,2015,10136107
Johns Hopkins University,Internal Medicine,2015,144855507
Johns Hopkins University,Miscellaneous,2015,101064
Johns Hopkins University,Neurology,2015,24552638
Johns Hopkins University,Neurosciences,2015,19148616
Johns Hopkins University,Neurosurgery,2015,1150986
Johns Hopkins University,None,2015,0
Johns Hopkins University,Ob/Gyn,2015,1733402
Johns Hopkins University,Ophthalmology,2015,14447638
Johns Hopkins University,Orthopedics,2015,3241042
Johns Hopkins University,Other Basic Sciences,2015,0
Johns Hopkins University,Other Health Professions,2015,0
Johns Hopkins University,Otolaryngology,2015,12769408
Johns Hopkins University,Pathology,2015,47984237
Johns Hopkins University,Pediatrics,2015,18987364
Johns Hopkins University,Pharmacology,2015,6579570
Johns Hopkins University,Physical Medicine & Rehab,2015,1676897
Johns Hopkins University,Physiology,2015,9020950
Johns Hopkins University,Psychiatry,2015,22663979
Johns Hopkins University,Radiation Diagnostic Oncology,2015,20236165
Johns Hopkins University,Surgery,2015,6606014
Johns Hopkins University,Total Funding,2015,420143148
Johns Hopkins University,Urology,2015,2745531
Johns Hopkins University,Veterinary Sciences,2015,5329485
Loma Linda University,Anatomy/Cell Biology,2015,0
Loma Linda University,Internal Medicine,2015,0
Loma Linda University,Neurosurgery,2015,0
Loma Linda University,None,2015,0
Loma Linda University,Other Basic Sciences,2015,7205041
Loma Linda University,Pediatrics,2015,0
Loma Linda University,Total Funding,2015,7205041
